sample	cohort	condition	role	tool	input_reads_used	expected_c2_reads_at_depth	candidate_reads	strict_c2_best_reads	c2_tied_best_reads	c2_supported_reads	non_c2_best_reads	unmapped_reads	strict_c2_best_rate	c2_tied_best_rate	c2_supported_rate	non_c2_best_rate	unmapped_rate	candidate_reads_per_million	strict_c2_best_reads_per_million	c2_supported_reads_per_million
2018_Wirbel_CCMD37575804ST-11-0_zeroFna_rank47_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	934	421	111	532	17	385	0.450749	0.118844	0.569593	0.018201	0.412206	311.3333333333333	140.33333333333331	177.33333333333331
2018_Wirbel_CCMD37575804ST-11-0_zeroFna_rank47_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2890	23	125	148	18	2724	0.007958	0.043253	0.051211	0.006228	0.942561	963.3333333333333	7.666666666666667	49.33333333333333
2018_Wirbel_CCMD37575804ST-11-0_zeroFna_rank47_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	331	331	0	331	0	0	1.0	0.0	1.0	0.0	0.0	110.33333333333334	110.33333333333334	110.33333333333334
2018_Wirbel_CCMD38158721ST-11-0_zeroFna_rank89_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	801	348	65	413	19	369	0.434457	0.081149	0.515605	0.02372	0.460674	267.0	116.0	137.66666666666666
2018_Wirbel_CCMD38158721ST-11-0_zeroFna_rank89_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2434	48	67	115	29	2290	0.019721	0.027527	0.047247	0.011915	0.940838	811.3333333333333	16.0	38.333333333333336
2018_Wirbel_CCMD38158721ST-11-0_zeroFna_rank89_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	271	270	0	270	0	1	0.99631	0.0	0.99631	0.0	0.00369	90.33333333333334	90.0	90.0
2018_Wirbel_CCMD39157124ST-11-0_zeroFna_rank55_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	859	368	106	474	21	364	0.428405	0.123399	0.551804	0.024447	0.423749	286.3333333333333	122.66666666666667	158.0
2018_Wirbel_CCMD39157124ST-11-0_zeroFna_rank55_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2695	40	99	139	18	2538	0.014842	0.036735	0.051577	0.006679	0.941744	898.3333333333334	13.333333333333334	46.333333333333336
2018_Wirbel_CCMD39157124ST-11-0_zeroFna_rank55_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	312	312	0	312	0	0	1.0	0.0	1.0	0.0	0.0	104.0	104.0	104.0
2018_Wirbel_CCMD39882286ST-11-0_zeroFna_rank54_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	1008	478	92	570	37	401	0.474206	0.09127	0.565476	0.036706	0.397817	336.0	159.33333333333331	190.0
2018_Wirbel_CCMD39882286ST-11-0_zeroFna_rank54_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2819	72	180	252	56	2511	0.025541	0.063852	0.089393	0.019865	0.890741	939.6666666666666	24.0	84.0
2018_Wirbel_CCMD39882286ST-11-0_zeroFna_rank54_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	351	351	0	351	0	0	1.0	0.0	1.0	0.0	0.0	117.0	117.0	117.0
2018_Wirbel_CCMD40701343ST-21-0_c2Positive_rank8_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	3000000	1557.3	438	191	41	232	6	200	0.436073	0.093607	0.52968	0.013699	0.456621	146.0	63.666666666666664	77.33333333333333
2018_Wirbel_CCMD40701343ST-21-0_c2Positive_rank8_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	3000000	1557.3	1941	221	230	451	18	1472	0.113859	0.118496	0.232354	0.009274	0.758372	647.0	73.66666666666666	150.33333333333334
2018_Wirbel_CCMD40701343ST-21-0_c2Positive_rank8_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	3000000	1557.3	85	85	0	85	0	0	1.0	0.0	1.0	0.0	0.0	28.333333333333332	28.333333333333332	28.333333333333332
2018_Wirbel_CCMD41202658ST-11-0_zeroFna_rank87_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	633	307	60	367	20	246	0.484992	0.094787	0.579779	0.031596	0.388626	211.0	102.33333333333333	122.33333333333334
2018_Wirbel_CCMD41202658ST-11-0_zeroFna_rank87_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	3109	35	133	168	26	2915	0.011258	0.042779	0.054037	0.008363	0.937601	1036.3333333333333	11.666666666666666	56.0
2018_Wirbel_CCMD41202658ST-11-0_zeroFna_rank87_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	240	240	0	240	0	0	1.0	0.0	1.0	0.0	0.0	80.0	80.0	80.0
2018_Wirbel_CCMD41521570ST-11-0_zeroFna_rank78_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	819	386	101	487	24	308	0.471306	0.123321	0.594628	0.029304	0.376068	273.0	128.66666666666666	162.33333333333334
2018_Wirbel_CCMD41521570ST-11-0_zeroFna_rank78_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2718	37	91	128	25	2565	0.013613	0.033481	0.047093	0.009198	0.943709	906.0	12.333333333333332	42.66666666666667
2018_Wirbel_CCMD41521570ST-11-0_zeroFna_rank78_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	305	305	0	305	0	0	1.0	0.0	1.0	0.0	0.0	101.66666666666667	101.66666666666667	101.66666666666667
2018_Wirbel_CCMD42428553ST-21-0_zeroFna_rank33_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	438	193	38	231	3	204	0.440639	0.086758	0.527397	0.006849	0.465753	146.0	64.33333333333333	77.0
2018_Wirbel_CCMD42428553ST-21-0_zeroFna_rank33_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	3000000	0.0	1445	11	31	42	2	1401	0.007612	0.021453	0.029066	0.001384	0.96955	481.66666666666663	3.6666666666666665	14.0
2018_Wirbel_CCMD42428553ST-21-0_zeroFna_rank33_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	126	126	0	126	0	0	1.0	0.0	1.0	0.0	0.0	42.0	42.0	42.0
2018_Wirbel_CCMD42956136ST-11-0_c2Positive_rank1_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	3000000	48196.5	4040	2909	392	3301	114	625	0.72005	0.09703	0.817079	0.028218	0.154703	1346.6666666666665	969.6666666666666	1100.3333333333335
2018_Wirbel_CCMD42956136ST-11-0_c2Positive_rank1_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	3000000	48196.5	34332	17712	12923	30635	473	3224	0.515904	0.376413	0.892316	0.013777	0.093907	11444.0	5904.0	10211.666666666668
2018_Wirbel_CCMD42956136ST-11-0_c2Positive_rank1_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	3000000	48196.5	919	914	2	916	3	0	0.994559	0.002176	0.996736	0.003264	0.0	306.3333333333333	304.6666666666667	305.33333333333337
2018_Wirbel_CCMD45004878ST-11-0_c2Positive_rank12_head3000k	2018 Wirbel et al	control	paper_c2_positive	Centrifuger	3000000	471.0	899	373	75	448	20	431	0.414905	0.083426	0.498331	0.022247	0.479422	299.6666666666667	124.33333333333334	149.33333333333331
2018_Wirbel_CCMD45004878ST-11-0_c2Positive_rank12_head3000k	2018 Wirbel et al	control	paper_c2_positive	Chimera	3000000	471.0	2632	170	121	291	18	2323	0.06459	0.045973	0.110562	0.006839	0.882599	877.3333333333334	56.666666666666664	97.0
2018_Wirbel_CCMD45004878ST-11-0_c2Positive_rank12_head3000k	2018 Wirbel et al	control	paper_c2_positive	Kraken2_LF01	3000000	471.0	273	273	0	273	0	0	1.0	0.0	1.0	0.0	0.0	91.0	91.0	91.0
2018_Wirbel_CCMD45812507ST-11-0_zeroFna_rank69_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	1075	436	145	581	29	465	0.405581	0.134884	0.540465	0.026977	0.432558	358.3333333333333	145.33333333333334	193.66666666666666
2018_Wirbel_CCMD45812507ST-11-0_zeroFna_rank69_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2528	36	117	153	26	2349	0.014241	0.046282	0.060522	0.010285	0.929193	842.6666666666667	12.0	51.0
2018_Wirbel_CCMD45812507ST-11-0_zeroFna_rank69_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	348	348	0	348	0	0	1.0	0.0	1.0	0.0	0.0	116.0	116.0	116.0
2018_Wirbel_CCMD45988061ST-21-0_c2Positive_rank10_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	3000000	636.3	473	267	35	302	2	169	0.564482	0.073996	0.638478	0.004228	0.357294	157.66666666666666	89.0	100.66666666666667
2018_Wirbel_CCMD45988061ST-21-0_c2Positive_rank10_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	3000000	636.3	2024	234	223	457	8	1559	0.115613	0.110178	0.225791	0.003953	0.770257	674.6666666666666	78.0	152.33333333333334
2018_Wirbel_CCMD45988061ST-21-0_c2Positive_rank10_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	3000000	636.3	138	137	1	138	0	0	0.992754	0.007246	1.0	0.0	0.0	46.0	45.666666666666664	46.0
2018_Wirbel_CCMD46222674ST-21-0_c2Positive_rank27_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	3000000	4.5	528	203	32	235	6	287	0.38447	0.060606	0.445076	0.011364	0.543561	176.0	67.66666666666667	78.33333333333333
2018_Wirbel_CCMD46222674ST-21-0_c2Positive_rank27_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	3000000	4.5	1711	71	56	127	21	1563	0.041496	0.032729	0.074226	0.012274	0.913501	570.3333333333333	23.666666666666668	42.33333333333333
2018_Wirbel_CCMD46222674ST-21-0_c2Positive_rank27_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	3000000	4.5	127	124	0	124	3	0	0.976378	0.0	0.976378	0.023622	0.0	42.33333333333333	41.333333333333336	41.333333333333336
2018_Wirbel_CCMD46727384ST-11-0_zeroFna_rank49_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	699	342	69	411	19	269	0.48927	0.098712	0.587983	0.027182	0.384835	233.0	114.0	137.0
2018_Wirbel_CCMD46727384ST-11-0_zeroFna_rank49_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2689	53	93	146	31	2512	0.01971	0.034585	0.054295	0.011528	0.934176	896.3333333333333	17.666666666666668	48.666666666666664
2018_Wirbel_CCMD46727384ST-11-0_zeroFna_rank49_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	254	254	0	254	0	0	1.0	0.0	1.0	0.0	0.0	84.66666666666666	84.66666666666666	84.66666666666666
2018_Wirbel_CCMD46947453ST-21-0_zeroFna_rank19_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	605	235	48	283	5	317	0.38843	0.079339	0.467769	0.008264	0.523967	201.66666666666669	78.33333333333333	94.33333333333333
2018_Wirbel_CCMD46947453ST-21-0_zeroFna_rank19_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	3000000	0.0	1527	20	46	66	3	1458	0.013098	0.030124	0.043222	0.001965	0.954813	509.0	6.666666666666667	22.0
2018_Wirbel_CCMD46947453ST-21-0_zeroFna_rank19_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	153	153	0	153	0	0	1.0	0.0	1.0	0.0	0.0	51.0	51.0	51.0
2018_Wirbel_CCMD48236717ST-21-0_zeroFna_rank14_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	281	92	18	110	5	166	0.327402	0.064057	0.391459	0.017794	0.590747	93.66666666666666	30.666666666666668	36.666666666666664
2018_Wirbel_CCMD48236717ST-21-0_zeroFna_rank14_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	3000000	0.0	1615	7	17	24	5	1586	0.004334	0.010526	0.014861	0.003096	0.982043	538.3333333333334	2.333333333333333	8.0
2018_Wirbel_CCMD48236717ST-21-0_zeroFna_rank14_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	78	78	0	78	0	0	1.0	0.0	1.0	0.0	0.0	26.0	26.0	26.0
2018_Wirbel_CCMD49025643ST-11-0_zeroFna_rank40_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	856	447	130	577	45	234	0.522196	0.151869	0.674065	0.05257	0.273364	285.33333333333337	149.0	192.33333333333334
2018_Wirbel_CCMD49025643ST-11-0_zeroFna_rank40_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2833	42	112	154	42	2637	0.014825	0.039534	0.054359	0.014825	0.930815	944.3333333333334	14.0	51.33333333333333
2018_Wirbel_CCMD49025643ST-11-0_zeroFna_rank40_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	357	357	0	357	0	0	1.0	0.0	1.0	0.0	0.0	119.0	119.0	119.0
2018_Wirbel_CCMD49461418ST-11-0_zeroFna_rank11_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	404	162	45	207	1	196	0.40099	0.111386	0.512376	0.002475	0.485149	134.66666666666666	54.0	69.0
2018_Wirbel_CCMD49461418ST-11-0_zeroFna_rank11_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	3000000	0.0	1475	12	61	73	10	1392	0.008136	0.041356	0.049492	0.00678	0.943729	491.66666666666663	4.0	24.333333333333332
2018_Wirbel_CCMD49461418ST-11-0_zeroFna_rank11_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	119	119	0	119	0	0	1.0	0.0	1.0	0.0	0.0	39.666666666666664	39.666666666666664	39.666666666666664
2018_Wirbel_CCMD49942357ST-11-0_c2Positive_rank18_head3000k	2018 Wirbel et al	control	paper_c2_positive	Centrifuger	3000000	59.4	817	316	115	431	25	361	0.386781	0.140759	0.52754	0.0306	0.44186	272.33333333333337	105.33333333333334	143.66666666666666
2018_Wirbel_CCMD49942357ST-11-0_c2Positive_rank18_head3000k	2018 Wirbel et al	control	paper_c2_positive	Chimera	3000000	59.4	2602	47	132	179	22	2401	0.018063	0.05073	0.068793	0.008455	0.922752	867.3333333333334	15.666666666666666	59.66666666666667
2018_Wirbel_CCMD49942357ST-11-0_c2Positive_rank18_head3000k	2018 Wirbel et al	control	paper_c2_positive	Kraken2_LF01	3000000	59.4	247	244	2	246	0	1	0.987854	0.008097	0.995951	0.0	0.004049	82.33333333333333	81.33333333333334	82.0
2018_Wirbel_CCMD50071957ST-21-0_c2Positive_rank4_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Centrifuger	3000000	9145.5	978	722	58	780	12	186	0.738241	0.059305	0.797546	0.01227	0.190184	326.0	240.66666666666666	260.0
2018_Wirbel_CCMD50071957ST-21-0_c2Positive_rank4_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Chimera	3000000	9145.5	7033	2086	2765	4851	60	2122	0.296602	0.393147	0.689748	0.008531	0.30172	2344.333333333333	695.3333333333333	1617.0
2018_Wirbel_CCMD50071957ST-21-0_c2Positive_rank4_head3000k	2018 Wirbel et al	disease	paper_c2_positive	Kraken2_LF01	3000000	9145.5	210	207	3	210	0	0	0.985714	0.014286	1.0	0.0	0.0	70.0	69.0	70.0
2018_Wirbel_CCMD50300306ST-11-0_zeroFna_rank61_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	654	353	79	432	18	204	0.539755	0.120795	0.66055	0.027523	0.311927	218.0	117.66666666666666	144.0
2018_Wirbel_CCMD50300306ST-11-0_zeroFna_rank61_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2572	27	62	89	12	2471	0.010498	0.024106	0.034603	0.004666	0.960731	857.3333333333334	9.0	29.666666666666668
2018_Wirbel_CCMD50300306ST-11-0_zeroFna_rank61_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	291	291	0	291	0	0	1.0	0.0	1.0	0.0	0.0	97.0	97.0	97.0
2018_Wirbel_CCMD50529145ST-11-0_zeroFna_rank81_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	937	543	149	692	16	229	0.579509	0.159018	0.738527	0.017076	0.244397	312.33333333333337	181.0	230.66666666666669
2018_Wirbel_CCMD50529145ST-11-0_zeroFna_rank81_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2414	27	125	152	17	2245	0.011185	0.051781	0.062966	0.007042	0.929992	804.6666666666666	9.0	50.666666666666664
2018_Wirbel_CCMD50529145ST-11-0_zeroFna_rank81_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	396	396	0	396	0	0	1.0	0.0	1.0	0.0	0.0	132.0	132.0	132.0
2018_Wirbel_CCMD50538120ST-11-0_zeroFna_rank92_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	723	375	142	517	31	175	0.518672	0.196404	0.715076	0.042877	0.242047	241.0	125.0	172.33333333333334
2018_Wirbel_CCMD50538120ST-11-0_zeroFna_rank92_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2587	27	119	146	31	2410	0.010437	0.045999	0.056436	0.011983	0.931581	862.3333333333334	9.0	48.666666666666664
2018_Wirbel_CCMD50538120ST-11-0_zeroFna_rank92_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	280	279	1	280	0	0	0.996429	0.003571	1.0	0.0	0.0	93.33333333333333	93.0	93.33333333333333
2018_Wirbel_CCMD51154251ST-11-0_zeroFna_rank64_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	1036	496	183	679	49	308	0.478764	0.176641	0.655405	0.047297	0.297297	345.33333333333337	165.33333333333334	226.33333333333331
2018_Wirbel_CCMD51154251ST-11-0_zeroFna_rank64_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2876	35	182	217	45	2614	0.01217	0.063282	0.075452	0.015647	0.908901	958.6666666666667	11.666666666666666	72.33333333333333
2018_Wirbel_CCMD51154251ST-11-0_zeroFna_rank64_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	408	406	2	408	0	0	0.995098	0.004902	1.0	0.0	0.0	136.0	135.33333333333334	136.0
2018_Wirbel_CCMD51228890ST-11-0_zeroFna_rank77_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	717	345	72	417	22	278	0.481172	0.100418	0.58159	0.030683	0.387727	239.0	115.0	139.0
2018_Wirbel_CCMD51228890ST-11-0_zeroFna_rank77_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2599	42	77	119	28	2452	0.01616	0.029627	0.045787	0.010773	0.94344	866.3333333333334	14.0	39.666666666666664
2018_Wirbel_CCMD51228890ST-11-0_zeroFna_rank77_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	255	254	1	255	0	0	0.996078	0.003922	1.0	0.0	0.0	85.0	84.66666666666666	85.0
2018_Wirbel_CCMD51864103ST-21-0_zeroFna_rank24_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	609	224	78	302	8	299	0.367816	0.128079	0.495895	0.013136	0.490969	203.0	74.66666666666666	100.66666666666667
2018_Wirbel_CCMD51864103ST-21-0_zeroFna_rank24_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	3000000	0.0	1766	55	148	203	9	1554	0.031144	0.083805	0.114949	0.005096	0.879955	588.6666666666667	18.333333333333332	67.66666666666667
2018_Wirbel_CCMD51864103ST-21-0_zeroFna_rank24_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	140	138	1	139	0	1	0.985714	0.007143	0.992857	0.0	0.007143	46.666666666666664	46.0	46.333333333333336
2018_Wirbel_CCMD52117727ST-11-0_zeroFna_rank9_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	375	126	47	173	14	188	0.336	0.125333	0.461333	0.037333	0.501333	125.0	42.0	57.66666666666667
2018_Wirbel_CCMD52117727ST-11-0_zeroFna_rank9_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	3000000	0.0	1808	20	66	86	5	1717	0.011062	0.036504	0.047566	0.002765	0.949668	602.6666666666667	6.666666666666667	28.666666666666668
2018_Wirbel_CCMD52117727ST-11-0_zeroFna_rank9_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	94	93	1	94	0	0	0.989362	0.010638	1.0	0.0	0.0	31.333333333333332	31.0	31.333333333333332
2018_Wirbel_CCMD52145360ST-11-0_zeroFna_rank10_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Centrifuger	3000000	0.0	671	320	94	414	7	250	0.4769	0.140089	0.61699	0.010432	0.372578	223.66666666666666	106.66666666666667	138.0
2018_Wirbel_CCMD52145360ST-11-0_zeroFna_rank10_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Chimera	3000000	0.0	1952	21	71	92	4	1856	0.010758	0.036373	0.047131	0.002049	0.95082	650.6666666666667	7.0	30.666666666666668
2018_Wirbel_CCMD52145360ST-11-0_zeroFna_rank10_head3000k	2018 Wirbel et al	disease	paper_zero_fna	Kraken2_LF01	3000000	0.0	226	226	0	226	0	0	1.0	0.0	1.0	0.0	0.0	75.33333333333334	75.33333333333334	75.33333333333334
2018_Wirbel_CCMD53508245ST-11-0_zeroFna_rank43_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	721	367	75	442	18	261	0.509015	0.104022	0.613037	0.024965	0.361997	240.33333333333334	122.33333333333334	147.33333333333331
2018_Wirbel_CCMD53508245ST-11-0_zeroFna_rank43_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2824	47	102	149	21	2654	0.016643	0.036119	0.052762	0.007436	0.939802	941.3333333333333	15.666666666666666	49.66666666666667
2018_Wirbel_CCMD53508245ST-11-0_zeroFna_rank43_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	267	266	0	266	1	0	0.996255	0.0	0.996255	0.003745	0.0	89.0	88.66666666666666	88.66666666666666
2018_Wirbel_CCMD53522274ST-11-0_zeroFna_rank74_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	755	332	73	405	17	333	0.439735	0.096689	0.536424	0.022517	0.44106	251.66666666666663	110.66666666666667	135.0
2018_Wirbel_CCMD53522274ST-11-0_zeroFna_rank74_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2453	16	55	71	21	2361	0.006523	0.022422	0.028944	0.008561	0.962495	817.6666666666666	5.333333333333334	23.666666666666668
2018_Wirbel_CCMD53522274ST-11-0_zeroFna_rank74_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	280	280	0	280	0	0	1.0	0.0	1.0	0.0	0.0	93.33333333333333	93.33333333333333	93.33333333333333
2018_Wirbel_CCMD54057834ST-11-0_zeroFna_rank88_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	760	363	90	453	16	291	0.477632	0.118421	0.596053	0.021053	0.382895	253.33333333333334	121.0	151.0
2018_Wirbel_CCMD54057834ST-11-0_zeroFna_rank88_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2642	29	251	280	28	2334	0.010977	0.095004	0.10598	0.010598	0.883422	880.6666666666666	9.666666666666666	93.33333333333333
2018_Wirbel_CCMD54057834ST-11-0_zeroFna_rank88_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	270	269	1	270	0	0	0.996296	0.003704	1.0	0.0	0.0	90.0	89.66666666666667	90.0
2018_Wirbel_CCMD56948710ST-11-0_zeroFna_rank80_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	781	379	131	510	34	237	0.485275	0.167734	0.653009	0.043534	0.303457	260.3333333333333	126.33333333333333	170.0
2018_Wirbel_CCMD56948710ST-11-0_zeroFna_rank80_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2695	25	101	126	42	2527	0.009276	0.037477	0.046753	0.015584	0.937662	898.3333333333334	8.333333333333334	42.0
2018_Wirbel_CCMD56948710ST-11-0_zeroFna_rank80_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	302	302	0	302	0	0	1.0	0.0	1.0	0.0	0.0	100.66666666666667	100.66666666666667	100.66666666666667
2018_Wirbel_CCMD59540613ST-11-0_zeroFna_rank84_head3000k	2018 Wirbel et al	control	paper_zero_fna	Centrifuger	3000000	0.0	1065	477	206	683	43	339	0.447887	0.193427	0.641315	0.040376	0.31831	355.0	159.0	227.66666666666669
2018_Wirbel_CCMD59540613ST-11-0_zeroFna_rank84_head3000k	2018 Wirbel et al	control	paper_zero_fna	Chimera	3000000	0.0	2961	43	314	357	48	2556	0.014522	0.106045	0.120567	0.016211	0.863222	987.0	14.333333333333334	119.0
2018_Wirbel_CCMD59540613ST-11-0_zeroFna_rank84_head3000k	2018 Wirbel et al	control	paper_zero_fna	Kraken2_LF01	3000000	0.0	408	407	1	408	0	0	0.997549	0.002451	1.0	0.0	0.0	136.0	135.66666666666666	136.0
